Domain Code,Domain,Area Code,Area,Indicator Code,Indicator,Source Code,FAO Source,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OE","Employment Indicators","68","France","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1992","1992","%","1.4218263626","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","1992","1992","%","5.9","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21066","Employment in agriculture","3024","European Union Labour force survey","1993","1993","1000 persons","1189","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","1993","1993","%","60.7","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","1993","1993","%","67.8","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1993","1993","%","1.4466449022","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","1993","1993","%","5.5","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21066","Employment in agriculture","3024","European Union Labour force survey","1994","1994","1000 persons","1119","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","1994","1994","%","60.7","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","1994","1994","%","68.5","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1994","1994","%","1.4620198011","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","1994","1994","%","5.2","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21066","Employment in agriculture","3024","European Union Labour force survey","1995","1995","1000 persons","1071","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","1995","1995","%","61.4","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","1995","1995","%","68.6","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1995","1995","%","1.4378601313","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","1995","1995","%","4.9","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21066","Employment in agriculture","3024","European Union Labour force survey","1996","1996","1000 persons","1062","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","1996","1996","%","61.4","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","1996","1996","%","69","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1996","1996","%","1.5330681801","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","1996","1996","%","4.8","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21066","Employment in agriculture","3024","European Union Labour force survey","1997","1997","1000 persons","1018","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","1997","1997","%","61.2","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","1997","1997","%","68.8","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1997","1997","%","1.511980772","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","1997","1997","%","4.6","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21066","Employment in agriculture","3024","European Union Labour force survey","1998","1998","1000 persons","981","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","1998","1998","%","61.5","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","1998","1998","%","68.8","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1998","1998","%","1.5100153685","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","1998","1998","%","4.4","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21066","Employment in agriculture","3024","European Union Labour force survey","1999","1999","1000 persons","955","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","1999","1999","%","61.9","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","1999","1999","%","69.4","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1999","1999","%","1.4318239689","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","1999","1999","%","4.2","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21066","Employment in agriculture","3024","European Union Labour force survey","2000","2000","1000 persons","958","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2000","2000","%","63.3","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","2000","2000","%","69.4","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","2000","2000","%","1.5768405199","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","2000","2000","%","4.1","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21066","Employment in agriculture","3024","European Union Labour force survey","2001","2001","1000 persons","964","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2001","2001","%","64.2","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","2001","2001","%","69.2","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","2001","2001","%","1.5736835003","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","2001","2001","%","4.1","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21066","Employment in agriculture","3024","European Union Labour force survey","2002","2002","1000 persons","987","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2002","2002","%","64.7","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","2002","2002","%","70","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","2002","2002","%","1.5671921968","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","2002","2002","%","4.1","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21066","Employment in agriculture","3024","European Union Labour force survey","2003","2003","1000 persons","1039","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2003","2003","%","67.1","X","International reliable sources","EU Labour Force Survey. Break in series: Methodology revised
[B] Break in series"
"OE","Employment Indicators","68","France","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","2003","2003","%","71.5","X","International reliable sources","EU Labour Force Survey. Break in series: Methodology revised
[B] Break in series"
"OE","Employment Indicators","68","France","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","2003","2003","%","1.3083597422","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","2003","2003","%","4.2","X","International reliable sources","EU Labour Force Survey. Break in series: Methodology revised
[B] Break in series"
"OE","Employment Indicators","68","France","21066","Employment in agriculture","3024","European Union Labour force survey","2004","2004","1000 persons","949","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2004","2004","%","65.9","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","2004","2004","%","71.3","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","2004","2004","%","1.3540093899","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","2004","2004","%","3.9","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21066","Employment in agriculture","3024","European Union Labour force survey","2005","2005","1000 persons","905","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2005","2005","%","66.3","X","International reliable sources","EU Labour Force Survey. Break in series: Methodology revised
[B] Break in series"
"OE","Employment Indicators","68","France","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","2005","2005","%","70.7","X","International reliable sources","EU Labour Force Survey. Break in series: Methodology revised
[B] Break in series"
"OE","Employment Indicators","68","France","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","2005","2005","%","1.302434206","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","2005","2005","%","3.6","X","International reliable sources","EU Labour Force Survey. Break in series: Methodology revised
[B] Break in series"
"OE","Employment Indicators","68","France","21066","Employment in agriculture","3024","European Union Labour force survey","2006","2006","1000 persons","937","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2006","2006","%","65.6","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","2006","2006","%","70","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","2006","2006","%","1.3143728971","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","2006","2006","%","3.7","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21066","Employment in agriculture","3024","European Union Labour force survey","2007","2007","1000 persons","882","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2007","2007","%","66.2","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","2007","2007","%","70.2","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","2007","2007","%","1.4401123524","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","2007","2007","%","3.5","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21066","Employment in agriculture","3024","European Union Labour force survey","2008","2008","1000 persons","706","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2008","2008","%","66.4","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","2008","2008","%","70.2","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","2008","2008","%","1.0479558706","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","2008","2008","%","2.7","X","International reliable sources","EU Labour Force Survey. Break in series: Methodology revised
[B] Break in series"
"OE","Employment Indicators","68","France","21066","Employment in agriculture","3024","European Union Labour force survey","2009","2009","1000 persons","749","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2009","2009","%","65.9","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","2009","2009","%","70.7","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","2009","2009","%","1.0584324598","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","2009","2009","%","2.9","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21066","Employment in agriculture","3024","European Union Labour force survey","2010","2010","1000 persons","745","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2010","2010","%","66.9","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","2010","2010","%","71.8","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","2010","2010","%","1.0801790953","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","2010","2010","%","2.9","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21066","Employment in agriculture","3024","European Union Labour force survey","2011","2011","1000 persons","746","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2011","2011","%","66.6","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","2011","2011","%","71.5","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","2011","2011","%","1.0938323736","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","2011","2011","%","2.9","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21066","Employment in agriculture","3024","European Union Labour force survey","2012","2012","1000 persons","750","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2012","2012","%","67.1","X","International reliable sources","EU Labour Force Survey. Break in series: Methodology revised
[B] Break in series"
"OE","Employment Indicators","68","France","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","2012","2012","%","72.4","X","International reliable sources","EU Labour Force Survey. Break in series: Methodology revised
[B] Break in series"
"OE","Employment Indicators","68","France","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","2012","2012","%","1.1640628576","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","2012","2012","%","2.9","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21066","Employment in agriculture","3024","European Union Labour force survey","2013","2013","1000 persons","786","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2013","2013","%","67","X","International reliable sources","EU Labour Force Survey. Break in series: Methodology revised
[B] Break in series"
"OE","Employment Indicators","68","France","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","2013","2013","%","72.5","X","International reliable sources","EU Labour Force Survey. Break in series: Methodology revised
[B] Break in series"
"OE","Employment Indicators","68","France","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","2013","2013","%","1.2676486969","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","2013","2013","%","3.1","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21066","Employment in agriculture","3024","European Union Labour force survey","2014","2014","1000 persons","743","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2014","2014","%","67.3","X","International reliable sources","EU Labour Force Survey. Break in series: Methodology revised
[B] Break in series"
"OE","Employment Indicators","68","France","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","2014","2014","%","72.9","X","International reliable sources","EU Labour Force Survey. Break in series: Methodology revised
[B] Break in series"
"OE","Employment Indicators","68","France","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","2014","2014","%","1.1582018137","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","2014","2014","%","2.8","X","International reliable sources","EU Labour Force Survey. Break in series: Methodology revised
[B] Break in series"
"OE","Employment Indicators","68","France","21066","Employment in agriculture","3024","European Union Labour force survey","2015","2015","1000 persons","716","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2015","2015","%","67.9","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","2015","2015","%","73.5","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","2015","2015","%","1.1344177723","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","2015","2015","%","2.7","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21066","Employment in agriculture","3024","European Union Labour force survey","2016","2016","1000 persons","754","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2016","2016","%","68","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","2016","2016","%","73.5","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","2016","2016","%","1.2456275225","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","2016","2016","%","2.8","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21066","Employment in agriculture","3024","European Union Labour force survey","2017","2017","1000 persons","698","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2017","2017","%","67","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","2017","2017","%","72.6","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","2017","2017","%","1.1368899345","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","68","France","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","2017","2017","%","2.6","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21066","Employment in agriculture","3024","European Union Labour force survey","1983","1983","1000 persons","1490","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1983","1983","%","1.2966393232","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21066","Employment in agriculture","3024","European Union Labour force survey","1984","1984","1000 persons","1375","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1984","1984","%","1.1483632326","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21066","Employment in agriculture","3024","European Union Labour force survey","1985","1985","1000 persons","1349","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1985","1985","%","1.3557554483","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21066","Employment in agriculture","3024","European Union Labour force survey","1986","1986","1000 persons","1315","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1986","1986","%","1.2732572556","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21066","Employment in agriculture","3024","European Union Labour force survey","1987","1987","1000 persons","1242","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1987","1987","%","1.1591238976","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21066","Employment in agriculture","3024","European Union Labour force survey","1988","1988","1000 persons","1202","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1988","1988","%","1.1883342266","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21066","Employment in agriculture","3024","European Union Labour force survey","1989","1989","1000 persons","1056","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1989","1989","%","1.0848126411","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21066","Employment in agriculture","3024","European Union Labour force survey","1990","1990","1000 persons","1081","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1990","1990","%","1.1311690807","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21066","Employment in agriculture","3024","European Union Labour force survey","1991","1991","1000 persons","1554","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1991","1991","%","2.3751831055","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21066","Employment in agriculture","3024","European Union Labour force survey","1992","1992","1000 persons","1368","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","1992","1992","%","67.1","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","1992","1992","%","73.5","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1992","1992","%","1.9170495272","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","1992","1992","%","3.8","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21066","Employment in agriculture","3024","European Union Labour force survey","1993","1993","1000 persons","1272","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","1993","1993","%","65.7","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","1993","1993","%","72.5","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1993","1993","%","1.7047560215","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","1993","1993","%","3.5","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21066","Employment in agriculture","3024","European Union Labour force survey","1994","1994","1000 persons","1171","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","1994","1994","%","65.8","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","1994","1994","%","73","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1994","1994","%","1.6266508102","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","1994","1994","%","3.3","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21066","Employment in agriculture","3024","European Union Labour force survey","1995","1995","1000 persons","1134","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","1995","1995","%","66.1","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","1995","1995","%","72.5","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1995","1995","%","1.6371376514","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","1995","1995","%","3.2","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21066","Employment in agriculture","3024","European Union Labour force survey","1996","1996","1000 persons","1046","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","1996","1996","%","65.6","X","International reliable sources","EU Labour Force Survey"
